Title,Acronym,Source,Rank,Note,DBLP,Primary FoR,Comments,Average Rating
International Workshop on Artificial Intelligence and Statistics,WAIS,CORE2018,B,none,none,,0,N/A
International Workshop on Boolean Functions: Cryptography and Applications,BFCA,CORE2018,C,none,none,0804,0,N/A
International Workshop on Business Process Design,BPD,CORE2018,C,none,none,0806,0,N/A
International Workshop on Business Process Intelligence,BPI,CORE2018,C,none,none,0806,0,N/A
"International Workshop on Business Process Modelling, Development, and Support",BPMDS,CORE2018,C,none,none,0806,3,3.5
International Workshop on C# and .NET Technologies,C#,CORE2018,C,none,none,0803,0,N/A
International Workshop on Coding and Cryptography,WCC,CORE2020,B,none,https://dblp.uni-trier.de/db/conf/wcc,4604,0,N/A
International Workshop on Combinations of Intelligent Methods and Applications,CIMA,CORE2023,C,none,none,4602,0,N/A
International Workshop on Combinatorial Algorithm,IWOCA,CORE2023,C,See note,https://dblp.uni-trier.de/db/conf/iwoca,4613,1,4.0
International Workshop on Combinatorial Image Analysis: Theory and Applications,IWCIA,CORE2023,C,none,https://dblp.uni-trier.de/db/conf/iwcia,4603,0,N/A
International Workshop on Comparative Evaluation in Requirements Engineering,CERE,CORE2018,C,none,none,0803,0,N/A
International Workshop on Computer-Aided Software Eng,IWCASE,CORE2018,B,none,none,0803,0,N/A
"International Workshop on Coordination, Organizations, Institutions, Norms and Ethics for Governance of Multi-Agent Systems (Ethics added 2020)",COINE,CORE2023,C,none,https://dblp.uni-trier.de/db/conf/coin-ws/,4602,2,4.0
International Workshop on Critical Information Infrastructures Security,CRITIS,CORE2023,C,none,https://dblp.uni-trier.de/db/conf/critis,4604,0,N/A
International Workshop on Data Management on New Hardware,DaMoN,CORE2023,C,none,https://dblp.org/db/conf/damon,4605,0,N/A
International Workshop on Data Warehousing and OLAP,DOLAP,CORE2023,C,See note,https://dblp.uni-trier.de/db/conf/dolap,4605,0,N/A
International Workshop on Developments in Computational Models,DCM,CORE2020,C,none,https://dblp.uni-trier.de/db/conf/dcm,4613,0,N/A
International Workshop on Digital Watermarking,IWDW,CORE2023,C,none,https://dblp.uni-trier.de/db/conf/iwdw,4604,0,N/A
International Workshop on Distributed Object Management,IWDOM,CORE2018,C,none,none,0803,0,N/A
International Workshop on Document Analysis Systems,DAS,CORE2023,B,none,https://dblp.uni-trier.de/db/conf/das,4605,0,N/A
International Workshop on Domain Driven Data Mining,DDDM,CORE2018,C,none,none,0804,0,N/A
International Workshop on Economics-Driven Software Engineering Research,EDSER,CORE2018,C,none,none,0803,0,N/A
International Workshop on Efficient Algorithms,WEA,CORE2018,B,none,none,0802,0,N/A
International Workshop on Enterprise and Organizational Modelling and Simulation,EOMAS,CORE2023,C,none,none,4612,0,N/A
International Workshop on Entertainment Computing,WEC,CORE2018,C,none,none,0806,0,N/A
International Workshop on Evolution and Change in Data Management,ECDM,CORE2018,C,none,none,0804,0,N/A
International Workshop on Fast Software Encryption,FSE,CORE2023,Journal Published,none,none,4604,0,N/A
International Workshop on Formal Methods for interactive Systems,FMIS,CORE2023,C,none,none,4612,0,N/A
International Workshop on Formal Methods for Parallel Programming: Theory and Applications,FMPPTA,CORE2018,C,none,none,0802,0,N/A
International Workshop on Foundations for Secure/Survivable Systems and Networks,FSSSSN,ERA2010,C,none,none,1005,0,N/A
International Workshop on Foundations of Models and Languages for Data and Objects,FMLDO,CORE2018,C,none,none,0804,0,N/A
International Workshop on Foundations of Object-Oriented Languages,FOOL,CORE2018,C,none,none,0803,0,N/A
International Workshop on Functional and Constraint Logic Programming,WFLP,CORE2021,C,none,https://dblp.uni-trier.de/db/conf/wflp,4612,0,N/A
International Workshop on Genetic and Evolutionary Fuzzy Systems,GEFS,CORE2018,C,none,none,0801,0,N/A
International Workshop on Global Optimization,GO,CORE2018,C,none,none,0802,0,N/A
International Workshop on Graph-Theoretic Concepts in Computer Science,WG,CORE2023,B,See note,https://dblp.uni-trier.de/db/conf/wg,4613,0,N/A
International Workshop on Group-Oriented Cryptographic Protocols,GOCP,CORE2018,C,none,none,0804,0,N/A
International workshop on High-Level Parallel Programming and Applications,HLPP,CORE2023,C,none,none,4606,0,N/A
International Workshop on High-Level Parallel Programming Models and Supportive Environments,HIPS,CORE2023,C,none,none,4606,0,N/A
International Workshop on Hot topics in Peer-to-Peer Systems,HotP2P,CORE2018,C,none,none,0805,0,N/A
"International Workshop on Human Aspects in Ambient Intelligence: Agent Technology, Human-Oriented Knowledge and Applications",HAI,CORE2018,C,none,none,0801,0,N/A
International Workshop on Image Analysis and Information Fusion,IAIF,CORE2018,C,none,none,0801,0,N/A
"International Workshop on Incorporating COTS Software into Software Systems, Tools and Techniques",IWICSS,CORE2018,C,none,none,0804,0,N/A
International Workshop on Information Security Applications,WISA,CORE2023,National: korea,none,https://dblp.uni-trier.de/db/conf/wisa,4604,0,N/A
International Workshop on Intelligent Agents,IWIA,CORE2018,C,none,none,0801,0,N/A
International Workshop on Interactive Entertainment,IDET,CORE2018,C,none,none,0806,0,N/A
International Workshop on Issues in the Theory of Security,WITS,CORE2018,C,none,none,0803,0,N/A
International Workshop on Knowledge Discovery from Data Streams,IWKDDS,CORE2018,C,none,none,0801,0,N/A
International Workshop on Logic and Complexity in Computer Science,LCCS,CORE2018,C,none,none,0802,0,N/A
International Workshop on Logic Programming and Multi-Agents,LPMA,CORE2018,B,none,none,,0,N/A
International Workshop on Metamodelling - Utilization in Software Engineering,MUSE,CORE2018,C,none,none,0803,0,N/A
International Workshop on Middleware for Grid Computing,MGC,CORE2018,C,none,none,0805,0,N/A
International Workshop on Mobile Commerce and Services,WMCS,CORE2018,C,none,none,0806,0,N/A
International Workshop on Modelling and Visualization of XML and Semantic Web Data,MOVIX,CORE2018,C,none,none,0804,0,N/A
International Workshop on Modelling in Software Engineering,MISE,CORE2023,C,none,none,4612,0,N/A
"International Workshop on Modelling, Simulation, Verification and Validation of Enterprise Information Systems",MSVVEIS,CORE2018,C,none,none,0806,0,N/A
International Workshop on MultiAgent Based Simulation,MABS,CORE2023,C,none,https://dblp.uni-trier.de/db/conf/mabs,4602,0,N/A
"International Workshop on Multimedia Data Storage, Retrieval, Integration and Applications",MDSRIA,CORE2018,C,none,none,0806,0,N/A
International Workshop on Multimedia Signal Processing,MMSP,CORE2023,C,See note,https://dblp.uni-trier.de/db/conf/mmsp,4603,1,5.0
"International Workshop on Nonmonotonic Reasoning, Action and Change",NRAC,CORE2018,C,none,none,0801,0,N/A
International Workshop on Paraphrasing,IWP,CORE2018,B,none,none,0801,0,N/A
International Workshop on Parsing Technologies,IWPT,CORE2018,B,none,none,0803,0,N/A
International Workshop on Pattern Recognition in Information Systems,PRIS,CORE2018,C,none,none,0806,0,N/A
International Workshop on Post-Quantum Cryptography,PQCrypto,CORE2023,C,none,https://dblp.uni-trier.de/db/conf/pqcrypto,4604,0,N/A
International Workshop on Precipitation in Urban Areas,,ERA2010,A,none,none,0905,0,N/A
International Workshop on Principles of Diagnosis,DX,CORE2023,C,none,none,4612,0,N/A
International Workshop on Quality of Information Systems,QOIS,CORE2018,C,none,none,0806,0,N/A
International Workshop on Randomization and Computation,RANDOM,CORE2021,A,none,https://dblp.uni-trier.de/db/conf/random,4613,0,N/A
International Workshop on Realising Evidence-based Software Engineering,REBSE,CORE2018,C,none,none,0803,0,N/A
International Workshop on Requirements Engineering Visualization,REV,CORE2018,B,none,none,0802,0,N/A
International Workshop on Requirements Engineering: Foundation for Software Quality,REFSQ,CORE2023,B,none,https://dblp.uni-trier.de/db/conf/refsq,4612,5,4.0
International Workshop on Research Issues in Data Engineering,RIDE,CORE2018,B,none,none,0804,0,N/A
International Workshop on Satellite and Space Communications,IWSSC,ERA2010,C,none,none,1005,0,N/A
International Workshop on Schema Languages for XML,X-Schemas,CORE2018,C,none,none,0803,0,N/A
International Workshop on Security,IWSEC,CORE2023,National: Japan,none,https://dblp.uni-trier.de/db/conf/iwsec,4604,0,N/A
International Workshop on Security in Information Systems,WOSIS,CORE2018,C,none,none,0803,0,N/A
International Workshop on Security Protocols,IWSP,CORE2018,C,none,none,0803,0,N/A
International Workshop on Soft Computing Applications,SOFA,CORE2023,National: Romania,none,none,4601,3,5.0
International Workshop on Software and Compilers for Embedded Systems,SCOPES,CORE2023,C,none,https://dblp.uni-trier.de/db/conf/scopes,4606,0,N/A
International Workshop on Software Engineering for High Performance Computing Applications,SE-HPC,CORE2018,C,none,none,0805,0,N/A
International Workshop on Software Process Simulation and Modelling (now ICSP),PROSim,CORE2014,B,none,none,0803,0,N/A
International Workshop on Software Product Management,IWSPM,CORE2018,C,none,none,0803,0,N/A
International Workshop on Software Quality,WoSQ,CORE2018,C,none,none,0804,0,N/A
International Workshop on Software Technology for Augmented Reality Systems,IWSTAR,CORE2018,C,none,none,0806,0,N/A
International Workshop on Temporal Databases,TDB,CORE2018,C,none,none,0804,0,N/A
International Workshop on the Algorithmic Foundations of Robotics,WAFR,CORE2023,C,none,https://dblp.uni-trier.de/db/conf/wafr,4602,0,N/A
International Workshop on the Sate of the Art in Cryptology and New Challenges Ahead,Quo Vadis Cryptology,CORE2018,C,none,none,0804,0,N/A
International Workshop on the Web and Databases,WebDB,CORE2020,National: USA,none,https://dblp.uni-trier.de/db/conf/webdb,4605,0,N/A
International Workshop on Visualization for Cyber Security,VizSec,CORE2023,C,none,https://dblp.uni-trier.de/db/conf/vizsec,4608,0,N/A
International Workshop on Web and Wireless Geographical Information Systems,W2GIS,CORE2023,C,none,https://dblp.uni-trier.de/db/conf/w2gis,4601,0,N/A
International Workshop on Web Content Caching and Distribution,WCW,CORE2018,B,none,none,0806,0,N/A
International Workshop on Web Information Systems Modelling,WISM,CORE2018,C,none,none,0806,0,N/A
International Workshop on Wireless and Mobile Networks,WiMoNe,ERA2010,C,none,none,1005,0,N/A
International Workshop Programming Multi-Agent Systems (merged into EMAS in 2013),PROMAS,ERA2010,B,none,none,0804,0,N/A
International Workshops on Enabling Technologies: Infrastructures for Collaborative Enterprises,WETICE,CORE2023,C,none,https://dblp.uni-trier.de/db/conf/wetice,4606,1,5.0
International Workshops on First-Order Theorem Proving,FTP,CORE2018,B,none,none,0802,0,N/A
International World Wide Web Conference,WWW,CORE2023,A*,none,https://dblp.uni-trier.de/db/conf/www,4606,2,4.5
International XML Database Symposium,Xsym,CORE2018,C,none,none,0804,0,N/A
Internationale Tagung Wirtschaftsinformatik,DITW,CORE2018,C,none,none,0806,0,N/A
Internet Measurement Conference,IMC,CORE2023,A,none,https://dblp.uni-trier.de/db/conf/imc,4606,0,N/A
Internet Research,AOIR,CORE2018,C,none,none,0806,0,N/A
Internet Society Conference,INET,CORE2018,C,none,none,0806,0,N/A
Interoperating Geographic Information Systems,INTEROP,CORE2018,C,none,none,0806,0,N/A
Interspeech (combined EuroSpeech and ICSLP in 2000),Interspeech,CORE2023,A,none,https://dblp.uni-trier.de/db/conf/interspeech,4602,0,N/A
INTUITION International Conference,INTUITION,CORE2018,C,none,none,0801,0,N/A
ISC High Performance (was International Supercomputing Conference),ISC,CORE2023,C,none,https://dblp.uni-trier.de/db/conf/supercomputer,4606,0,N/A
ISCA International Conference on Computer Applications in Industry and Engineering,CAINE,CORE2023,C,none,none,4601,0,N/A
ISCA Tutorial and Research Workshop Automatic Speech Recognition,ASR,CORE2018,C,none,none,0801,0,N/A
Israel Symposium on Theory of Computing and Systems,ISTCS,CORE2008,A,none,none,,0,N/A
Italian Conference on Theoretical Computer Science,ICTCS,ERA2010,C,none,none,0802,0,N/A
Italian Symposium on Advanced Database Systems,SEBD,ERA2010,C,none,none,0804,1,4.0
IUTAM Symposia series,,ERA2010,A,none,none,0913,0,N/A
IWA World Water Congress,,ERA2010,A,none,none,0905,0,N/A
Japan Conference on Computational Geometry and Graphs,JCCGG,ERA2010,C,none,none,0802,0,N/A
Japan Conference on Discrete and Computational Geometry,JCDCG,ERA2010,C,none,none,0802,0,N/A
Japan-China Joint Workshop on Frontier of Computer Science and Technology,FCST,ERA2010,C,none,none,08,0,N/A
Japan-Korea Joint Workshop on Algorithms and Computations,WAAC,ERA2010,C,none,none,0802,0,N/A
Japanese-Hungarian Symposium on Discrete Mathematics and Its Applications,JH,ERA2010,C,none,none,0802,0,N/A
Joint AUPEC & EECON,PEC&CON,CORE2018,C,none,none,,0,N/A
Joint Australia and New Zealand Biennial Conference on Digital Image and Vision Computing,DIVC,CORE2018,Australasian,none,none,0801,0,N/A
Joint Conference of the International Workshop on Software Measurement and the International Conference on Software Process and Product Measurement (IWSM and Mensura combined from 2007),IWSM Mensura,CORE2023,C,none,https://dblp.uni-trier.de/db/conf/iwsm,4612,0,N/A
"Joint Conference on Computer Vision, Imaging and Computer Graphics Theory and Applications (GRAPP and VISAPP combined from 2008)",VISIGRAPP,CORE2023,Multiconference,none,https://dblp.uni-trier.de/db/conf/visigrapp,4603,0,N/A
Joint Conference on Declarative Programming APPIA-GULP-PRODE,APPIA/GULP/PRODE,CORE2018,C,none,none,,0,N/A
Joint Conference on Information Sciences,JCIS,CORE2018,C,none,none,0806,0,N/A
Joint Conference on New Methods in Language Processing and Computational Natural Language Learning,NeMLaP,CORE2018,C,none,none,0801,0,N/A
Joint DICTA & IVCNZ,DICTA/IVCNZ,CORE2018,Australasian,none,none,,0,N/A
Joint European Conference and Exhibition on Geographical Information Systems,JECGI,CORE2018,C,none,none,0909,0,N/A
Joint European Networking Conference,JENC,ERA2010,C,none,none,1005,0,N/A
Joint International Conference on CyberGames and Interactive Entertainment,CGIE,CORE2018,C,none,none,0806,0,N/A
"Joint iTrust and PST Conferences on Privacy, Trust Management and Security",IFIP TM,ERA2010,C,none,none,0803,0,N/A
Joint Meeting of the European Frequency and Time Forum and the Institute of Electrical and Electronics Engineers In,EFTF/IFCS,CORE2018,C,none,none,,0,N/A
Joint Modular Languages Conference,JMLC,CORE2018,B,none,none,0803,0,N/A
"Joint OECC, IOCC & ACOFT",OESS/IOCC/ACOFT,CORE2018,C,none,none,,0,N/A
Joint Working Conference on Secure Information Networks: Communications and Multimedia Security,CMS,CORE2018,C,none,none,0803,0,N/A
Joint workshop on Multimodal Interaction and Related Machine Learning Algorithms (now ICMI-MLMI),MLMI,CORE2018,B,none,none,0801,0,N/A
Journal of Computing Science in Colleges (Conference proceedings),CCSC,CORE2018,B,none,none,0899,0,N/A
JSME/ASME International Conference on Materials and Processing,,ERA2010,A,none,none,0910,0,N/A
KES International Symposium on Intelligent Decision Technologies,KES IDT,CORE2023,C,none,none,4602,3,3.0
"Knowledge Acquisition, Modelling and Management Workshop (No longer Exists)",KAW,CORE2014,C,none,none,0806,0,N/A
Knowledge and Data Engineering Exchange Workshop,KDEX,CORE2018,C,none,none,0804,0,N/A
Knowledge capture,K-CAP,CORE2023,B,none,https://dblp.uni-trier.de/db/conf/kcap,4605,3,4.7
Knowledge Discovery and Data Mining in Biological Databases Meeting,KDDMBD,CORE2018,C,none,none,0804,0,N/A
Knowledge Domain Visualisation,KDViz,CORE2023,National: UK,none,none,4608,0,N/A
Knowledge Representation Meets Databases,KRDB,CORE2018,C,none,none,0804,0,N/A
Knowledge Visualization and Visual Thinking,KV,CORE2023,C,none,none,4608,0,N/A
Kyoto International Conference on Computational Geometry and Graph Theory,KyotoCGGT,CORE2018,C,none,none,0802,0,N/A
"Language Descriptions, Tools and Applications",LDTA,CORE2018,B,none,none,0803,0,N/A
Language Resources and Evaluation Conference,LREC,CORE2023,B,none,https://dblp.uni-trier.de/db/conf/lrec,4602,0,N/A
"Language, Data and Knowledge",LDK,CORE2023,C,none,https://dblp.org/db/conf/ldk,4602,0,N/A
Latin American Conference on Informatics,CLEI,CORE2023,C,none,https://dblp.org/db/conf/clei,4602,0,N/A
Latin American Conference on Pattern Languages of Programming,SugarLoafPLoP,ERA2010,C,none,none,0803,0,N/A
Latin American Web Congress,LA-WEB,ERA2010,C,none,none,0806,0,N/A
"Latin-American Algorithms, Graphs and Optimization Symposium",LAGOS,CORE2023,C,none,https://dblp.org/db/conf/lagos,4613,0,N/A
Law via the Internet,LI,CORE2018,C,none,none,0899,0,N/A
Lexical Semantics and Knowledge Representation,SIGLEX,CORE2018,C,none,none,0804,0,N/A
Logic and Engineering of Natural Language Semantics,LENLS,CORE2018,B,none,none,0801,0,N/A
Logic Programming and Automated Reasoning,LPAR,CORE2023,B,See note,https://dblp.uni-trier.de/db/conf/lpar,4613,0,N/A
Logical Foundations of Computer Science,LFCS,CORE2023,National: USA,none,https://dblp.uni-trier.de/db/conf/lfcs,4613,0,N/A
"Logics in Artificial Intelligence, European Conference",JELIA,CORE2023,A,none,https://dblp.uni-trier.de/db/conf/jelia,4613,0,N/A
Machine Translation Summit,MT SUMMIT,CORE2023,C,none,https://dblp.uni-trier.de/db/conf/mtsummit,4602,0,N/A
Machine Vision Applications,MVA,CORE2023,National: japan,none,https://dblp.uni-trier.de/db/conf/mva,4603,0,N/A
"Machines, Computations and Universality (was Universal Machines and Computations)",MCU,CORE2023,C,See note,https://dblp.uni-trier.de/db/conf/mcu,4613,0,N/A
MACIS: International Conference of Mathematical Aspects of Computer and Information Sciences,MACIS,CORE2021,C,none,https://dblp.uni-trier.de/db/conf/macis,4613,0,N/A
Malaysia International Conference on Communications,MICC,CORE2023,Regional,none,none,4606,0,N/A
Management of Innovation and Technology International Conference,ICMIT,ERA2010,C,none,none,10,0,N/A
Massively Parallel Processing Using Optional Interconnections,MPPOI,CORE2018,B,none,none,0805,0,N/A
Mathematical Methods in Computer Science,MMICS,CORE2018,C,none,none,0802,0,N/A
Mathematics of Program Construction,MPC,CORE2023,B,none,https://dblp.uni-trier.de/db/conf/mpc,4613,0,N/A
Measurement and Modeling of Computer Systems,SIGMETRICS,CORE2023,A*,none,https://dblp.uni-trier.de/db/conf/sigmetrics,4612,0,N/A
Mechatronics and Machine Vision in Practice,M2VIP,CORE2018,B,none,none,0910,0,N/A
Medical Image Computing and Computer-Assisted Intervention,MICCAI,CORE2023,A,none,https://dblp.uni-trier.de/db/conf/miccai,4601,0,N/A
Medicine Meets Virtual Reality,MMVR,CORE2018,B,none,none,0801,0,N/A
Meeting of the International Environmental Modelling and Software Society,,ERA2010,B,none,none,0907,0,N/A
Mensch & Computer,MuC,CORE2023,National: Germany,none,https://dblp.org/db/conf/mc,4608,0,N/A
Methods Effectives en Geometrie Algebrique,MEGA,ERA2010,B,none,none,0802,0,N/A
Mexican International Conference on Current Trends in Computer Science (was Mexican International Conference on Computer Science),ENC,CORE2018,C,none,none,08,0,N/A
"Mid-West Conference on Combinatorics, Cryptography, and Computing",MIGHTY,ERA2010,C,none,none,0802,0,N/A
"Mini-EURO Conference, Managing Uncertainty in Decision Support Models",,ERA2010,A,none,none,09,0,N/A
Mining for Enhanced Web Search,MEWS,CORE2018,C,none,none,0806,0,N/A
Mobile and Ubiquitous Multimedia (ACM),MUM,CORE2023,B,none,https://dblp.org/db/conf/mum,4608,0,N/A
Mobile Media,MMC,ERA2010,B,none,none,1203,0,N/A
Mobility in Databases and Distributed Systems,MDDS,CORE2018,C,none,none,0804,0,N/A
Modelling and Optimization: Theory and Applications,MOPTA,CORE2023,National: USA,none,none,4602,0,N/A
Modelling and Simulation,,ERA2010,A,none,none,0905,0,N/A
Modern Asian Architecture Network conferences,mAAN,ERA2010,C,none,none,1201,0,N/A
MSRI Combinatorial Game Theory Research Workshop,GameTheory,CORE2018,C,none,none,0802,0,N/A
Multi-national Joint Ventures for Construction Works Conference,,ERA2010,C,none,none,1202,0,N/A
Multimedia and Network Information Systems,MISSI,CORE2023,National: Poland,none,https://dblp.org/db/conf/missi,4603,0,N/A
"Multimedia Content Access: Algorithms and Systems (was Multimedia Content Analysis, Management and Retrieval)",MCA:AS,CORE2018,C,none,none,0806,0,N/A
Multiple Objective Decision Support System Conference,MODSS,CORE2018,C,none,none,,0,N/A
NACE International - Corrosion,,ERA2010,A,none,none,0913,0,N/A
NAISO Congress on Autonomous Intelligent Systems,NAISO,CORE2018,C,none,none,0801,0,N/A
NASA LaRC Formal Methods Workshop,LARC,ERA2010,C,none,none,0802,0,N/A
National Advisory Committee on Computing Qualifications,NACCQ,ERA2010,C,none,none,0899,0,N/A
National Conference Communications,NCC,ERA2010,C,none,none,1006,0,N/A
National Conference of the American Association for Artificial Intelligence,AAAI,CORE2023,A*,none,https://dblp.uni-trier.de/db/conf/aaai,4602,1,5.0
National Conference of the Australian Robot Association,ARA,CORE2018,Australasian,none,none,,0,N/A
National Conference of The Australian Society for Operations Research,ASOR,CORE2023,Australasian C,none,none,4602,0,N/A
National Conference on Computer and Information Systems,NCCIS,ERA2010,C,none,none,0806,0,N/A
National Conference on Hydraulics in Water Engineering,,ERA2010,B,none,none,0907,0,N/A
National Database Conference (China),NDB,ERA2010,C,none,none,0804,0,N/A
National Information Systems Security Conference (was National Computer Security Conference),NISSC,ERA2010,C,none,none,0803,0,N/A
National Science Foundation symposium on Next Generation Data Mining and Cyber Enabled Discovery for Innovation (was.NSF workshop on Next Generation Data Mining),NGDM,ERA2010,C,none,none,0804,0,N/A
NATO Conference on software engineering,NATOSE,ERA2010,C,none,none,0803,0,N/A
Natural Language Processing and Knowledge Engineering,IEEE NLP-KE,CORE2018,C,none,none,0801,0,N/A
"Net Object Days (Includings MATES, ENASE etc.)",MATES ENASE,CORE2018,A,none,none,,0,N/A
Network and Operating System Support for Digital Audio and Video,NOSSDAV,CORE2023,B,none,https://dblp.uni-trier.de/db/conf/nossdav,4606,5,5.0
Network for Comfort and Energy Use in Buildings Windsor Conference,Windsor,ERA2010,A,none,none,1202,0,N/A
Network Storage Symposium,NetStore,CORE2018,A,none,none,0805,0,N/A
Networked Group Communication,NGC,ERA2010,C,none,none,1005,0,N/A
New Heritage: Beyond Verisimilitude. Conference on Cultural Heritage and New Media. Proceedings of the New Heritage Conference,,ERA2010,,none,none,1201,0,N/A
New Security Paradigms Workshop,NSPW,CORE2023,C,none,https://dblp.uni-trier.de/db/conf/nspw,4604,0,N/A
New Technologies Mobility and Security,NTMS,CORE2021,C,none,https://dblp.org/db/conf/ntms,4604,0,N/A
New Zealand Game Developers Conference,NZGDC,CORE2023,Australasian C,none,none,4607,0,N/A
Nordic Conference on Human-Computer Interaction,NordiCHI,CORE2023,Regional:Scandinavia,none,https://dblp.org/db/conf/nordichi,4608,0,N/A
Nordic Conference on Pattern Languages of Programs,VikingPLoP,ERA2010,C,none,none,0803,0,N/A
Nordic Construction Economics and Organisation Conference,,ERA2010,C,none,none,1202,0,N/A
Nordic Design Research Conference,NORDES,ERA2010,B,none,none,1203,0,N/A
Nordic Workshop on Secure IT Systems,NordSec,ERA2010,C,none,none,0803,0,N/A
North American Association for Computational Linguistics,NAACL,CORE2023,A,none,https://dblp.uni-trier.de/db/conf/naacl,4602,1,5.0
North American Conference on Logic Programming,NACLP,ERA2010,C,none,none,0803,0,N/A
North American Fuzzy Information Processing Society Conference,NAFIPS,ERA2010,C,none,none,0801,0,N/A
Norwegian Computer Human Interaction,NORDCHI,ERA2010,C,none,none,0806,0,N/A
Numerical Models in Geomechanics,NUMOG,ERA2010,A,none,none,0905,0,N/A
On-Line Testing and Robust System Design,IOLTS,CORE2023,C,none,https://dblp.uni-trier.de/db/conf/iolts,CSE,0,N/A
Open and Distance Learning Association of Australia Bienniel Forum,ODLA,CORE2018,Australasian,none,none,,0,N/A
Optimal Discrete Structures and Algorithms,ODSA,CORE2018,C,none,none,0802,0,N/A
Optimization: Techniques And Applications,OTA,CORE2018,C,none,none,0802,0,N/A
Organisations and Society in Information Systems Workshop,OASIS,CORE2018,C,none,none,0806,0,N/A
PACES & ICIL,P&I,CORE2018,C,none,none,,0,N/A
Pacific Asia Conference on Information Systems,PACIS,CORE2018,A,none,none,0806,0,N/A
"Pacific Asia Conference on Language, Information and Computation",PACLIC,CORE2023,C,See note,https://dblp.uni-trier.de/db/conf/paclic,4602,0,N/A
Pacific Asian Conference on Expert Systems,PACES,CORE2018,B,none,none,0801,0,N/A
Pacific Conference on Computer Graphics and Applications,PG,CORE2023,Journal Published,none,https://dblp.uni-trier.de/db/conf/pg,4607,0,N/A
Pacific Rim International Conference on Artificial Intelligence,PRICAI,CORE2023,B,none,https://dblp.uni-trier.de/db/conf/pricai,4602,0,N/A
Pacific Rim International Symposium on Dependable Computing,PRDC,CORE2023,C,See note,https://dblp.uni-trier.de/db/conf/prdc,4612,0,N/A
Pacific Rim Knowledge Acquisition Workshop,PKAW,CORE2023,C,See note,https://dblp.uni-trier.de/db/conf/pkaw,4602,0,N/A
Pacific Rim Real Estate Conference,PPRES,ERA2010,A,none,none,1202,0,N/A
Pacific Symposium on Biocomputing,PSB,CORE2023,National: USA,none,https://dblp.uni-trier.de/db/conf/psb,4601,0,N/A
Pacific-Asia Conference on Knowledge Discovery and Data Mining,PAKDD,CORE2023,B,See note,https://dblp.uni-trier.de/db/conf/pakdd,4605,0,N/A
Pacific-Asia Workshop on Electronic Commerce,PAWEC,CORE2018,C,none,none,0806,0,N/A
Pacific-Rim Conference on Multimedia,PCM,CORE2020,C,none,https://dblp.uni-trier.de/db/conf/pcm,4603,0,N/A
Pacific-Rim Symposium on Image and Video Technology,PSIVT,CORE2023,C,See note,https://dblp.uni-trier.de/db/conf/psivt,4603,1,5.0
Pan Pacific Conference on Information Systems,PPCIS,CORE2018,C,none,none,0806,0,N/A
Pan-Sydney Area Workshop on Visual Information Processing,VIP,CORE2018,C,none,none,0801,0,N/A
Parallel and Distributed Information Systems,PDIS,CORE2018,C,none,none,0805,0,N/A
Parallel Computing,PARCO,CORE2021,C,none,https://dblp.uni-trier.de/db/conf/parco,4606,0,N/A
Parallel Computing with FPGAs,ParaFPGA,ERA2010,C,none,none,0905,0,N/A
Parallel Problem Solving from Nature,PPSN,CORE2023,A,none,https://dblp.uni-trier.de/db/conf/ppsn,4611,1,5.0
Participatory Design Conference,PDC,CORE2018,B,none,https://dblp.uni-trier.de/db/conf/pdc,0806,0,N/A
Passive and Active Measurement Conference,PAM,CORE2023,B,none,https://dblp.uni-trier.de/db/conf/pam,4606,0,N/A
Passive and Low Energy Architecture (PLEA) Annual International Conference,PLEA,ERA2010,A,none,none,1201,0,N/A
Pattern Languages of Programs,PLOP,CORE2023,C,See note,none,4612,0,N/A
Performance Tools - International Conference on Model Techniques & Tools for CPE,PT,CORE2018,A,none,none,0803,0,N/A
Portland International Center for Management of Engineering and Technology Conference,PICMET,ERA2010,A,none,none,1202,0,N/A
Portuguese Conference on Artificial Intelligence,EPIA,CORE2023,National: Portugal,none,https://dblp.uni-trier.de/db/conf/epia,4602,0,N/A
Post-Graduate ADFA Conference on Computer Science,PACCS,CORE2017,L,none,none,,0,N/A
Postgraduate Researchers of the Built and Natural Environment Conference,PRoBE,ERA2010,C,none,none,1202,0,N/A
Powders and Grains,,ERA2010,A,none,none,0913,0,N/A
Practical Application of Intelligent Agents and Multi-Agent Technology Conference,PAAM,CORE2018,C,none,none,0801,0,N/A
Practical Applications of Agents and Multiagent Systems,PAAMS,CORE2023,National: Spain,none,https://dblp.uni-trier.de/db/conf/paams,4602,3,4.0
Practical Aspects of Declarative Languages,PADL,CORE2023,C,See note,https://dblp.uni-trier.de/db/conf/padl,4612,0,N/A
Practical Aspects of PROLOG/Constraint Technology,PAP/PACT,CORE2018,C,none,none,0802,0,N/A
Practice and Theory of Automated Timetabling,PATAT,CORE2023,C,See note,none,4601,0,N/A
Practices of Linking Aspect Technology and Evolution,PLATE,CORE2018,C,none,none,0803,0,N/A
Prague Stringology Conference,PSC,CORE2023,National: Czech,none,https://dblp.uni-trier.de/db/conf/stringology,4613,0,N/A
Principles and Practice of Parallel Programming,PPoPP,CORE2023,B,See note,https://dblp.uni-trier.de/db/conf/ppopp,4606,0,N/A
